condition,question_id,seed,rollout_i,rollout_j,d1,dT
naive_k4,gaia-61,3,2,3,0.166667,0.166667
naive_k4,gaia-62,3,0,1,0.625000,0.600000
naive_k4,gaia-62,3,0,2,0.625000,0.444444
naive_k4,gaia-62,3,0,3,0.800000,0.769231
naive_k4,gaia-62,3,1,2,0.666667,0.285714
naive_k4,gaia-62,3,1,3,0.555556,0.444444
naive_k4,gaia-62,3,2,3,0.916667,0.600000
naive_k4,gaia-67,3,0,1,0.000000,0.400000
naive_k4,gaia-67,3,0,2,0.000000,0.625000
naive_k4,gaia-67,3,0,3,0.000000,0.142857
naive_k4,gaia-67,3,1,2,0.000000,0.750000
naive_k4,gaia-67,3,1,3,0.000000,0.300000
naive_k4,gaia-67,3,2,3,0.000000,0.666667
naive_k4,gaia-68,3,0,1,0.000000,0.000000
naive_k4,gaia-68,3,0,2,0.000000,0.000000
naive_k4,gaia-68,3,0,3,0.000000,0.000000
naive_k4,gaia-68,3,1,2,0.000000,0.000000
naive_k4,gaia-68,3,1,3,0.000000,0.000000
naive_k4,gaia-68,3,2,3,0.000000,0.000000
naive_k4,gaia-69,3,0,1,0.600000,0.214286
naive_k4,gaia-69,3,0,2,0.000000,0.000000
naive_k4,gaia-69,3,0,3,0.000000,0.076923
naive_k4,gaia-69,3,1,2,0.600000,0.214286
naive_k4,gaia-69,3,1,3,0.600000,0.153846
naive_k4,gaia-69,3,2,3,0.000000,0.076923
naive_k4,gaia-70,3,0,1,0.200000,0.384615
naive_k4,gaia-70,3,0,2,0.200000,0.615385
naive_k4,gaia-70,3,0,3,0.000000,0.000000
naive_k4,gaia-70,3,1,2,0.000000,0.375000
naive_k4,gaia-70,3,1,3,0.200000,0.384615
naive_k4,gaia-70,3,2,3,0.200000,0.615385
naive_k4,gaia-73,3,0,1,0.600000,0.428571
naive_k4,gaia-73,3,0,2,0.000000,0.428571
naive_k4,gaia-73,3,0,3,0.428571,0.900000
naive_k4,gaia-73,3,1,2,0.600000,0.333333
naive_k4,gaia-73,3,1,3,0.500000,0.888889
naive_k4,gaia-73,3,2,3,0.428571,0.888889
naive_k4,gaia-76,3,0,1,0.000000,0.000000
naive_k4,gaia-76,3,0,2,0.000000,0.000000
naive_k4,gaia-76,3,0,3,0.000000,0.000000
naive_k4,gaia-76,3,1,2,0.000000,0.000000
naive_k4,gaia-76,3,1,3,0.000000,0.000000
naive_k4,gaia-76,3,2,3,0.000000,0.000000
naive_k4,gaia-8,3,0,1,0.250000,0.700000
naive_k4,gaia-8,3,0,2,0.545455,0.444444
naive_k4,gaia-8,3,1,2,0.444444,0.333333
naive_k4,gaia-80,3,0,1,0.000000,0.100000
naive_k4,gaia-80,3,0,2,0.000000,0.200000
naive_k4,gaia-80,3,0,3,0.000000,0.200000
naive_k4,gaia-80,3,1,2,0.000000,0.272727
naive_k4,gaia-80,3,1,3,0.000000,0.272727
naive_k4,gaia-80,3,2,3,0.000000,0.000000
naive_k4,gaia-81,3,0,1,0.400000,0.900000
naive_k4,gaia-81,3,0,2,0.000000,0.312500
naive_k4,gaia-81,3,0,3,0.000000,0.800000
naive_k4,gaia-81,3,1,2,0.400000,0.809524
naive_k4,gaia-81,3,1,3,0.400000,0.857143
naive_k4,gaia-81,3,2,3,0.000000,0.600000
naive_k4,gaia-82,3,0,1,0.400000,0.700000
naive_k4,gaia-82,3,0,2,0.400000,0.545455
naive_k4,gaia-82,3,0,3,0.400000,0.400000
naive_k4,gaia-82,3,1,2,0.000000,0.916667
naive_k4,gaia-82,3,1,3,0.000000,0.916667
naive_k4,gaia-82,3,2,3,0.000000,0.400000
naive_k4,gaia-85,3,0,1,0.333333,0.117647
naive_k4,gaia-85,3,0,2,0.000000,0.222222
naive_k4,gaia-85,3,0,3,0.000000,0.400000
naive_k4,gaia-85,3,1,2,0.333333,0.117647
naive_k4,gaia-85,3,1,3,0.333333,0.400000
naive_k4,gaia-85,3,2,3,0.000000,0.476190
naive_k4,gaia-89,3,0,1,0.750000,0.833333
naive_k4,gaia-89,3,0,2,0.750000,0.833333
naive_k4,gaia-89,3,0,3,0.750000,0.818182
naive_k4,gaia-89,3,1,2,0.000000,0.000000
naive_k4,gaia-89,3,1,3,0.000000,0.300000
naive_k4,gaia-89,3,2,3,0.000000,0.300000
naive_k4,gaia-9,3,0,1,0.500000,0.600000
naive_k4,gaia-9,3,0,2,0.000000,0.333333
naive_k4,gaia-9,3,0,3,0.000000,0.600000
naive_k4,gaia-9,3,1,2,0.500000,0.636364
naive_k4,gaia-9,3,1,3,0.500000,0.600000
naive_k4,gaia-9,3,2,3,0.000000,0.636364
naive_k4,gaia-91,3,0,1,0.000000,0.000000
naive_k4,gaia-91,3,0,2,0.000000,0.000000
naive_k4,gaia-91,3,0,3,0.000000,0.000000
naive_k4,gaia-91,3,1,2,0.000000,0.000000
naive_k4,gaia-91,3,1,3,0.000000,0.000000
naive_k4,gaia-91,3,2,3,0.000000,0.000000
naive_k4,gaia-93,3,0,2,0.285714,0.500000
naive_k4,gaia-93,3,0,3,0.285714,0.666667
naive_k4,gaia-93,3,2,3,0.000000,0.250000
naive_k4,gaia-96,3,0,1,0.125000,0.125000
naive_k4,gaia-96,3,0,2,0.125000,0.500000
naive_k4,gaia-96,3,0,3,0.416667,0.600000
naive_k4,gaia-96,3,1,2,0.000000,0.400000
naive_k4,gaia-96,3,1,3,0.333333,0.636364
naive_k4,gaia-96,3,2,3,0.333333,0.500000
naive_k4,gaia-97,3,0,1,0.125000,0.111111
naive_k4,gaia-97,3,0,2,0.125000,0.111111
naive_k4,gaia-97,3,0,3,0.125000,0.111111
naive_k4,gaia-97,3,1,2,0.000000,0.000000
naive_k4,gaia-97,3,1,3,0.000000,0.000000
naive_k4,gaia-97,3,2,3,0.000000,0.000000
naive_k4,gaia-98,3,0,1,0.000000,0.000000
naive_k4,gaia-98,3,0,2,0.000000,0.000000
naive_k4,gaia-98,3,0,3,0.000000,0.000000
naive_k4,gaia-98,3,1,2,0.000000,0.000000
naive_k4,gaia-98,3,1,3,0.000000,0.000000
naive_k4,gaia-98,3,2,3,0.000000,0.000000
naive_k4,gaia-99,3,1,2,0.400000,0.000000
naive_k4,gaia-99,3,1,3,0.000000,0.000000
naive_k4,gaia-99,3,2,3,0.400000,0.000000
div_k4,gaia-1,1,2,3,0.666667,0.375000
div_k4,gaia-10,1,0,2,0.714286,0.545455
div_k4,gaia-10,1,0,3,0.692308,0.583333
div_k4,gaia-10,1,2,3,0.642857,0.272727
div_k4,gaia-100,1,0,1,0.500000,0.727273
div_k4,gaia-100,1,0,2,0.538462,0.545455
div_k4,gaia-100,1,0,3,0.400000,0.454545
div_k4,gaia-100,1,1,2,0.615385,0.444444
div_k4,gaia-100,1,1,3,0.500000,0.636364
div_k4,gaia-100,1,2,3,0.642857,0.454545
div_k4,gaia-101,1,0,1,0.625000,0.083333
div_k4,gaia-101,1,0,2,0.533333,0.083333
div_k4,gaia-101,1,0,3,0.625000,0.250000
div_k4,gaia-101,1,1,2,0.333333,0.153846
div_k4,gaia-101,1,1,3,0.333333,0.166667
div_k4,gaia-101,1,2,3,0.461538,0.307692
div_k4,gaia-102,1,1,2,0.555556,0.666667
div_k4,gaia-102,1,1,3,0.555556,0.571429
div_k4,gaia-102,1,2,3,0.250000,0.600000
div_k4,gaia-110,1,0,1,0.800000,0.777778
div_k4,gaia-110,1,0,2,0.700000,0.500000
div_k4,gaia-110,1,0,3,0.700000,0.500000
div_k4,gaia-110,1,1,2,0.700000,0.555556
div_k4,gaia-110,1,1,3,0.916667,0.700000
div_k4,gaia-110,1,2,3,0.727273,0.727273
div_k4,gaia-111,1,0,1,0.941176,0.833333
div_k4,gaia-111,1,0,2,0.941176,1.000000
div_k4,gaia-111,1,0,3,1.000000,0.900000
div_k4,gaia-111,1,1,2,0.800000,1.000000
div_k4,gaia-111,1,1,3,0.857143,1.000000
div_k4,gaia-111,1,2,3,0.769231,1.000000
div_k4,gaia-112,1,1,2,0.923077,0.111111
div_k4,gaia-112,1,1,3,0.500000,1.000000
div_k4,gaia-112,1,2,3,0.846154,1.000000
div_k4,gaia-117,1,0,2,0.666667,0.941176
div_k4,gaia-117,1,0,3,0.625000,0.750000
div_k4,gaia-117,1,2,3,0.700000,0.764706
div_k4,gaia-118,1,0,1,0.555556,0.428571
div_k4,gaia-118,1,0,2,0.727273,0.500000
div_k4,gaia-118,1,0,3,0.444444,0.333333
div_k4,gaia-118,1,1,2,0.916667,0.666667
div_k4,gaia-118,1,1,3,0.555556,0.500000
div_k4,gaia-118,1,2,3,0.727273,0.250000
div_k4,gaia-12,1,0,1,0.533333,0.500000
div_k4,gaia-12,1,0,2,0.428571,0.615385
div_k4,gaia-12,1,0,3,0.428571,0.090909
div_k4,gaia-12,1,1,2,0.666667,0.583333
div_k4,gaia-12,1,1,3,0.461538,0.461538
div_k4,gaia-12,1,2,3,0.571429,0.583333
div_k4,gaia-120,1,0,2,0.642857,0.444444
div_k4,gaia-120,1,0,3,0.733333,0.545455
div_k4,gaia-120,1,2,3,0.750000,0.500000
div_k4,gaia-121,1,1,2,0.500000,0.857143
div_k4,gaia-121,1,1,3,0.714286,0.857143
div_k4,gaia-121,1,2,3,0.687500,0.750000
div_k4,gaia-123,1,0,1,1.000000,0.400000
div_k4,gaia-123,1,0,2,1.000000,0.916667
div_k4,gaia-123,1,0,3,1.000000,0.333333
div_k4,gaia-123,1,1,2,1.000000,0.750000
div_k4,gaia-123,1,1,3,1.000000,0.454545
div_k4,gaia-123,1,2,3,1.000000,0.833333
div_k4,gaia-124,1,0,1,0.923077,0.800000
div_k4,gaia-124,1,0,2,0.800000,0.666667
div_k4,gaia-124,1,0,3,0.833333,0.714286
div_k4,gaia-124,1,1,2,0.923077,0.600000
div_k4,gaia-124,1,1,3,0.769231,0.625000
div_k4,gaia-124,1,2,3,0.727273,0.625000
div_k4,gaia-125,1,0,1,0.687500,0.285714
div_k4,gaia-125,1,0,2,0.789474,0.736842
div_k4,gaia-125,1,0,3,0.600000,1.000000
div_k4,gaia-125,1,1,2,0.533333,0.800000
div_k4,gaia-125,1,1,3,0.571429,1.000000
div_k4,gaia-125,1,2,3,0.777778,0.947368
div_k4,gaia-127,1,0,1,0.909091,0.444444
div_k4,gaia-127,1,0,2,0.818182,0.444444
div_k4,gaia-127,1,0,3,0.727273,0.636364
div_k4,gaia-127,1,1,2,0.916667,0.600000
div_k4,gaia-127,1,1,3,0.923077,0.750000
div_k4,gaia-127,1,2,3,0.846154,0.636364
div_k4,gaia-128,1,0,1,0.944444,0.625000
div_k4,gaia-128,1,0,2,0.812500,0.882353
div_k4,gaia-128,1,0,3,0.642857,0.736842
div_k4,gaia-128,1,1,2,0.750000,0.384615
div_k4,gaia-128,1,1,3,0.823529,0.266667
div_k4,gaia-128,1,2,3,0.666667,0.466667
div_k4,gaia-13,1,0,2,0.833333,0.500000
div_k4,gaia-130,1,0,1,0.909091,0.777778
div_k4,gaia-130,1,0,2,0.818182,0.909091
div_k4,gaia-130,1,0,3,0.818182,1.000000
div_k4,gaia-130,1,1,2,0.900000,0.625000
div_k4,gaia-130,1,1,3,0.777778,0.777778
div_k4,gaia-130,1,2,3,0.909091,0.285714
div_k4,gaia-133,1,0,2,0.857143,0.666667
div_k4,gaia-134,1,0,1,1.000000,0.875000
div_k4,gaia-134,1,0,2,0.833333,0.642857
div_k4,gaia-134,1,0,3,0.818182,0.461538
div_k4,gaia-134,1,1,2,1.000000,0.937500
div_k4,gaia-134,1,1,3,1.000000,1.000000
div_k4,gaia-134,1,2,3,0.916667,0.642857
div_k4,gaia-136,1,0,1,0.857143,0.571429
div_k4,gaia-136,1,0,2,0.727273,0.571429
div_k4,gaia-136,1,0,3,0.833333,0.571429
div_k4,gaia-136,1,1,2,0.727273,0.000000
div_k4,gaia-136,1,1,3,0.833333,0.000000
div_k4,gaia-136,1,2,3,0.800000,0.000000
div_k4,gaia-138,1,0,2,0.500000,0.100000
div_k4,gaia-138,1,0,3,0.692308,0.000000
div_k4,gaia-138,1,2,3,0.692308,0.100000
div_k4,gaia-139,1,0,1,1.000000,0.538462
div_k4,gaia-139,1,0,2,1.000000,0.571429
div_k4,gaia-139,1,0,3,1.000000,0.538462
div_k4,gaia-139,1,1,2,1.000000,0.500000
div_k4,gaia-139,1,1,3,0.818182,0.000000
div_k4,gaia-139,1,2,3,0.923077,0.500000
div_k4,gaia-141,1,0,1,0.800000,0.166667
div_k4,gaia-141,1,0,2,0.714286,0.375000
div_k4,gaia-141,1,0,3,0.769231,0.428571
div_k4,gaia-141,1,1,2,0.714286,0.500000
div_k4,gaia-141,1,1,3,0.769231,0.571429
div_k4,gaia-141,1,2,3,0.666667,0.500000
div_k4,gaia-145,1,0,1,0.923077,0.904762
div_k4,gaia-145,1,0,2,0.928571,0.863636
div_k4,gaia-145,1,0,3,1.000000,1.000000
div_k4,gaia-145,1,1,2,1.000000,0.444444
div_k4,gaia-145,1,1,3,1.000000,0.916667
div_k4,gaia-145,1,2,3,0.916667,0.928571
div_k4,gaia-146,1,1,2,0.882353,0.571429
div_k4,gaia-147,1,0,1,0.538462,0.500000
div_k4,gaia-147,1,0,2,0.333333,0.400000
div_k4,gaia-147,1,0,3,0.333333,0.400000
div_k4,gaia-147,1,1,2,0.642857,0.750000
div_k4,gaia-147,1,1,3,0.416667,0.750000
div_k4,gaia-147,1,2,3,0.571429,0.000000
div_k4,gaia-149,1,0,1,0.727273,0.375000
div_k4,gaia-149,1,0,2,0.727273,0.250000
div_k4,gaia-149,1,0,3,0.750000,0.250000
div_k4,gaia-149,1,1,2,0.666667,0.555556
div_k4,gaia-149,1,1,3,0.555556,0.555556
div_k4,gaia-149,1,2,3,0.700000,0.000000
div_k4,gaia-15,1,1,2,0.933333,0.888889
div_k4,gaia-15,1,1,3,0.933333,1.000000
div_k4,gaia-15,1,2,3,0.923077,0.923077
div_k4,gaia-150,1,0,1,0.500000,0.300000
div_k4,gaia-150,1,0,2,0.363636,0.300000
div_k4,gaia-150,1,0,3,0.538462,0.363636
div_k4,gaia-150,1,1,2,0.400000,0.000000
div_k4,gaia-150,1,1,3,0.454545,0.300000
div_k4,gaia-150,1,2,3,0.454545,0.300000
div_k4,gaia-151,1,0,1,0.916667,0.444444
div_k4,gaia-151,1,0,2,0.750000,0.888889
div_k4,gaia-151,1,0,3,0.818182,0.375000
div_k4,gaia-151,1,1,2,0.875000,0.666667
div_k4,gaia-151,1,1,3,1.000000,0.636364
div_k4,gaia-151,1,2,3,0.875000,0.900000
div_k4,gaia-153,1,0,1,1.000000,0.714286
div_k4,gaia-153,1,0,3,0.866667,0.923077
div_k4,gaia-153,1,1,3,0.866667,0.916667
div_k4,gaia-154,1,1,2,0.916667,0.500000
div_k4,gaia-154,1,1,3,0.818182,0.000000
div_k4,gaia-154,1,2,3,0.750000,0.500000
div_k4,gaia-155,1,0,1,0.823529,0.846154
div_k4,gaia-156,1,1,2,0.454545,0.222222
div_k4,gaia-158,1,0,1,0.785714,0.900000
div_k4,gaia-158,1,0,2,0.687500,0.833333
div_k4,gaia-158,1,0,3,0.800000,0.916667
div_k4,gaia-158,1,1,2,0.888889,1.000000
div_k4,gaia-158,1,1,3,0.785714,0.571429
div_k4,gaia-158,1,2,3,0.600000,1.000000
div_k4,gaia-19,1,0,1,1.000000,0.833333
div_k4,gaia-19,1,0,2,0.750000,0.571429
div_k4,gaia-19,1,1,2,0.923077,0.900000
div_k4,gaia-2,1,0,1,1.000000,1.000000
div_k4,gaia-2,1,0,2,1.000000,1.000000
div_k4,gaia-2,1,0,3,0.937500,1.000000
div_k4,gaia-2,1,1,2,0.857143,0.000000
div_k4,gaia-2,1,1,3,0.785714,0.666667
div_k4,gaia-2,1,2,3,0.882353,0.666667
div_k4,gaia-23,1,0,1,0.923077,0.800000
div_k4,gaia-23,1,0,2,0.750000,0.400000
div_k4,gaia-23,1,0,3,0.800000,0.400000
div_k4,gaia-23,1,1,2,0.833333,0.800000
div_k4,gaia-23,1,1,3,0.933333,0.800000
div_k4,gaia-23,1,2,3,0.909091,0.400000
div_k4,gaia-24,1,0,1,0.633333,1.000000
div_k4,gaia-24,1,0,2,0.720000,0.541667
div_k4,gaia-24,1,0,3,0.681818,0.428571
div_k4,gaia-24,1,1,2,0.633333,0.956522
div_k4,gaia-24,1,1,3,0.733333,0.952381
div_k4,gaia-24,1,2,3,0.619048,0.363636
div_k4,gaia-25,1,0,1,0.833333,0.600000
div_k4,gaia-25,1,0,2,0.916667,0.875000
div_k4,gaia-25,1,0,3,0.923077,0.866667
div_k4,gaia-25,1,1,2,0.928571,0.954545
div_k4,gaia-25,1,1,3,0.857143,0.952381
div_k4,gaia-25,1,2,3,0.928571,0.100000
div_k4,gaia-26,1,0,1,1.000000,0.375000
div_k4,gaia-26,1,0,2,0.900000,0.818182
div_k4,gaia-26,1,0,3,0.900000,0.700000
div_k4,gaia-26,1,1,2,0.909091,0.800000
div_k4,gaia-26,1,1,3,0.909091,0.666667
div_k4,gaia-26,1,2,3,0.909091,0.666667
div_k4,gaia-27,1,0,2,0.714286,0.750000
div_k4,gaia-27,1,0,3,0.785714,0.764706
div_k4,gaia-27,1,2,3,0.785714,0.800000
div_k4,gaia-3,1,2,3,0.444444,0.285714
div_k4,gaia-31,1,0,1,0.750000,0.722222
div_k4,gaia-31,1,0,2,0.615385,0.384615
div_k4,gaia-31,1,0,3,0.615385,0.642857
div_k4,gaia-31,1,1,2,0.705882,0.823529
div_k4,gaia-31,1,1,3,0.705882,0.500000
div_k4,gaia-31,1,2,3,0.666667,0.666667
div_k4,gaia-32,1,1,2,0.333333,0.000000
div_k4,gaia-32,1,1,3,0.470588,0.090909
div_k4,gaia-32,1,2,3,0.333333,0.090909
div_k4,gaia-35,1,0,1,0.700000,0.466667
div_k4,gaia-35,1,0,2,0.500000,0.090909
div_k4,gaia-35,1,0,3,0.428571,0.181818
div_k4,gaia-35,1,1,2,0.700000,0.500000
div_k4,gaia-35,1,1,3,0.736842,0.562500
div_k4,gaia-35,1,2,3,0.428571,0.250000
div_k4,gaia-38,1,0,1,0.818182,0.416667
div_k4,gaia-38,1,0,2,0.700000,0.846154
div_k4,gaia-38,1,0,3,0.727273,0.545455
div_k4,gaia-38,1,1,2,0.800000,0.875000
div_k4,gaia-38,1,1,3,0.818182,0.272727
div_k4,gaia-38,1,2,3,0.555556,0.846154
div_k4,gaia-39,1,0,2,1.000000,0.888889
div_k4,gaia-39,1,0,3,0.900000,0.875000
div_k4,gaia-39,1,2,3,1.000000,1.000000
div_k4,gaia-4,1,0,1,1.000000,0.400000
div_k4,gaia-4,1,0,2,0.727273,0.200000
div_k4,gaia-4,1,0,3,0.700000,1.000000
div_k4,gaia-4,1,1,2,0.916667,0.500000
div_k4,gaia-4,1,1,3,1.000000,1.000000
div_k4,gaia-4,1,2,3,0.700000,1.000000
div_k4,gaia-40,1,0,1,1.000000,0.857143
div_k4,gaia-40,1,0,2,0.923077,0.777778
div_k4,gaia-40,1,0,3,1.000000,0.750000
div_k4,gaia-40,1,1,2,1.000000,0.875000
div_k4,gaia-40,1,1,3,0.916667,0.400000
div_k4,gaia-40,1,2,3,0.928571,0.625000
div_k4,gaia-41,1,0,1,1.000000,0.416667
div_k4,gaia-41,1,0,2,0.900000,0.363636
div_k4,gaia-41,1,0,3,0.888889,0.714286
div_k4,gaia-41,1,1,2,1.000000,0.500000
div_k4,gaia-41,1,1,3,1.000000,0.636364
div_k4,gaia-41,1,2,3,0.777778,0.727273
div_k4,gaia-42,1,0,1,0.769231,0.714286
div_k4,gaia-42,1,0,2,0.727273,0.727273
div_k4,gaia-42,1,0,3,0.500000,0.857143
div_k4,gaia-42,1,1,2,0.727273,0.769231
div_k4,gaia-42,1,1,3,0.615385,0.615385
div_k4,gaia-42,1,2,3,0.545455,0.600000
div_k4,gaia-43,1,0,1,0.416667,0.461538
div_k4,gaia-43,1,0,2,0.363636,0.272727
div_k4,gaia-43,1,0,3,0.363636,0.272727
div_k4,gaia-43,1,1,2,0.642857,0.642857
div_k4,gaia-43,1,1,3,0.642857,0.642857
div_k4,gaia-43,1,2,3,0.200000,0.200000
div_k4,gaia-44,1,0,2,0.588235,0.000000
div_k4,gaia-44,1,0,3,0.647059,0.363636
div_k4,gaia-44,1,2,3,0.647059,0.363636
div_k4,gaia-45,1,1,2,0.833333,0.000000
div_k4,gaia-45,1,1,3,0.875000,1.000000
div_k4,gaia-45,1,2,3,0.769231,1.000000
div_k4,gaia-46,1,0,1,0.714286,0.250000
div_k4,gaia-46,1,0,2,0.545455,0.111111
div_k4,gaia-46,1,0,3,0.545455,0.111111
div_k4,gaia-46,1,1,2,0.666667,0.333333
div_k4,gaia-46,1,1,3,0.571429,0.333333
div_k4,gaia-46,1,2,3,0.615385,0.000000
div_k4,gaia-49,1,0,2,0.636364,0.600000
div_k4,gaia-49,1,0,3,0.750000,0.300000
div_k4,gaia-49,1,2,3,0.545455,0.625000
div_k4,gaia-50,1,0,2,0.900000,0.000000
div_k4,gaia-50,1,0,3,0.909091,0.777778
div_k4,gaia-50,1,2,3,0.900000,0.777778
div_k4,gaia-51,1,2,3,0.846154,0.818182
div_k4,gaia-52,1,0,2,0.750000,0.727273
div_k4,gaia-52,1,0,3,0.600000,0.700000
div_k4,gaia-52,1,2,3,0.636364,0.555556
div_k4,gaia-56,1,0,1,0.583333,0.444444
div_k4,gaia-56,1,0,2,0.444444,0.555556
div_k4,gaia-56,1,1,2,0.692308,0.333333
div_k4,gaia-57,1,0,1,0.666667,0.222222
div_k4,gaia-57,1,0,2,0.500000,0.375000
div_k4,gaia-57,1,0,3,0.666667,0.333333
div_k4,gaia-57,1,1,2,0.533333,0.375000
div_k4,gaia-57,1,1,3,0.500000,0.333333
div_k4,gaia-57,1,2,3,0.533333,0.285714
div_k4,gaia-58,1,1,2,0.857143,0.300000
div_k4,gaia-6,1,1,2,0.833333,0.625000
div_k4,gaia-60,1,0,2,0.416667,0.769231
div_k4,gaia-60,1,0,3,0.785714,0.846154
div_k4,gaia-60,1,2,3,0.714286,0.300000
div_k4,gaia-61,1,0,1,1.000000,0.909091
div_k4,gaia-61,1,0,2,0.818182,0.500000
div_k4,gaia-61,1,0,3,0.818182,0.900000
div_k4,gaia-61,1,1,2,1.000000,0.900000
div_k4,gaia-61,1,1,3,1.000000,0.916667
div_k4,gaia-61,1,2,3,0.833333,0.888889
div_k4,gaia-62,1,0,1,0.937500,0.818182
div_k4,gaia-62,1,0,2,0.857143,0.866667
div_k4,gaia-62,1,0,3,0.882353,0.833333
div_k4,gaia-62,1,1,2,0.866667,0.666667
div_k4,gaia-62,1,1,3,0.823529,0.555556
div_k4,gaia-62,1,2,3,0.882353,0.300000
div_k4,gaia-67,1,0,1,0.750000,0.818182
div_k4,gaia-67,1,0,3,0.666667,0.800000
div_k4,gaia-67,1,1,3,0.583333,0.500000
div_k4,gaia-68,1,0,1,0.888889,0.900000
div_k4,gaia-68,1,0,2,0.888889,1.000000
div_k4,gaia-68,1,0,3,0.800000,1.000000
div_k4,gaia-68,1,1,2,0.888889,1.000000
div_k4,gaia-68,1,1,3,0.909091,1.000000
div_k4,gaia-68,1,2,3,0.800000,0.250000
div_k4,gaia-69,1,0,2,0.714286,0.166667
div_k4,gaia-69,1,0,3,0.692308,0.857143
div_k4,gaia-69,1,2,3,0.928571,0.833333
div_k4,gaia-7,1,0,2,0.750000,0.727273
div_k4,gaia-7,1,0,3,0.714286,0.750000
div_k4,gaia-7,1,2,3,0.714286,0.833333
div_k4,gaia-70,1,0,1,1.000000,0.071429
div_k4,gaia-70,1,0,2,1.000000,0.200000
div_k4,gaia-70,1,0,3,1.000000,0.954545
div_k4,gaia-70,1,1,2,1.000000,0.142857
div_k4,gaia-70,1,1,3,1.000000,0.952381
div_k4,gaia-70,1,2,3,0.941176,0.952381
div_k4,gaia-73,1,0,1,0.888889,0.888889
div_k4,gaia-73,1,0,2,0.888889,0.625000
div_k4,gaia-73,1,0,3,0.800000,0.000000
div_k4,gaia-73,1,1,2,0.750000,0.777778
div_k4,gaia-73,1,1,3,0.800000,0.888889
div_k4,gaia-73,1,2,3,0.800000,0.625000
div_k4,gaia-76,1,2,3,0.750000,0.600000
div_k4,gaia-8,1,0,1,0.555556,0.750000
div_k4,gaia-8,1,0,2,0.600000,0.666667
div_k4,gaia-8,1,0,3,0.500000,0.625000
div_k4,gaia-8,1,1,2,0.375000,0.666667
div_k4,gaia-8,1,1,3,0.600000,0.625000
div_k4,gaia-8,1,2,3,0.500000,0.142857
div_k4,gaia-80,1,0,1,0.923077,0.571429
div_k4,gaia-80,1,0,2,0.923077,0.444444
div_k4,gaia-80,1,0,3,0.846154,0.416667
div_k4,gaia-80,1,1,2,0.666667,0.666667
div_k4,gaia-80,1,1,3,0.818182,0.250000
div_k4,gaia-80,1,2,3,0.916667,0.500000
div_k4,gaia-81,1,0,1,0.583333,0.666667
div_k4,gaia-81,1,0,2,0.560000,0.800000
div_k4,gaia-81,1,0,3,0.520000,0.666667
div_k4,gaia-81,1,1,2,0.500000,0.823529
div_k4,gaia-81,1,1,3,0.576923,0.000000
div_k4,gaia-81,1,2,3,0.655172,0.823529
div_k4,gaia-82,1,0,1,0.750000,0.909091
div_k4,gaia-82,1,0,2,0.600000,0.545455
div_k4,gaia-82,1,0,3,0.444444,0.500000
div_k4,gaia-82,1,1,2,0.692308,0.666667
div_k4,gaia-82,1,1,3,0.583333,0.750000
div_k4,gaia-82,1,2,3,0.545455,0.416667
div_k4,gaia-85,1,0,1,0.916667,0.444444
div_k4,gaia-85,1,0,2,0.866667,0.833333
div_k4,gaia-85,1,0,3,0.941176,0.294118
div_k4,gaia-85,1,1,2,0.904762,0.722222
div_k4,gaia-85,1,1,3,0.857143,0.277778
div_k4,gaia-85,1,2,3,0.846154,0.666667
div_k4,gaia-86,1,1,2,0.923077,0.916667
div_k4,gaia-89,1,0,1,1.000000,0.833333
div_k4,gaia-89,1,0,2,0.750000,0.625000
div_k4,gaia-89,1,0,3,0.750000,0.692308
div_k4,gaia-89,1,1,2,1.000000,0.818182
div_k4,gaia-89,1,1,3,0.923077,0.538462
div_k4,gaia-89,1,2,3,0.800000,0.769231
div_k4,gaia-9,1,0,1,1.000000,0.555556
div_k4,gaia-9,1,0,2,0.916667,0.555556
div_k4,gaia-9,1,0,3,0.928571,0.600000
div_k4,gaia-9,1,1,2,1.000000,0.500000
div_k4,gaia-9,1,1,3,1.000000,0.818182
div_k4,gaia-9,1,2,3,0.923077,0.818182
div_k4,gaia-91,1,0,1,0.750000,0.000000
div_k4,gaia-91,1,0,2,0.625000,0.285714
div_k4,gaia-91,1,0,3,0.500000,0.428571
div_k4,gaia-91,1,1,2,0.428571,0.285714
div_k4,gaia-91,1,1,3,0.500000,0.428571
div_k4,gaia-91,1,2,3,0.700000,0.625000
div_k4,gaia-97,1,0,1,0.769231,0.583333
div_k4,gaia-97,1,0,2,0.615385,0.363636
div_k4,gaia-97,1,0,3,0.714286,0.500000
div_k4,gaia-97,1,1,2,0.769231,0.416667
div_k4,gaia-97,1,1,3,0.545455,0.400000
div_k4,gaia-97,1,2,3,0.714286,0.583333
div_k4,gaia-98,1,0,1,0.916667,0.916667
div_k4,gaia-98,1,0,2,0.923077,0.769231
div_k4,gaia-98,1,0,3,0.800000,0.800000
div_k4,gaia-98,1,1,2,0.916667,0.583333
div_k4,gaia-98,1,1,3,0.625000,0.555556
div_k4,gaia-98,1,2,3,1.000000,0.400000
div_k4,gaia-1,2,0,2,0.909091,0.625000
div_k4,gaia-1,2,0,3,0.800000,0.428571
div_k4,gaia-1,2,2,3,0.800000,0.285714
div_k4,gaia-10,2,0,2,0.714286,0.785714
div_k4,gaia-100,2,0,1,0.692308,0.500000
