question_id,temperature,k_threads,n_non_empty,qpd_jaccard,q1,q2,q3,q4
gaia-23,1.5,4,4,0.405291,capital cities geographical distance furthest apart ASEAN countries site:wikipedia.org,geographical distance between capital cities of ASEAN countries,furthest capital cities in ASEAN countries Wikipedia,geographical distance between capital cities ASEAN countries wiki
gaia-23,2.0,4,0,,,,,
gaia-24,0.0,4,4,0.057971,NCATS PubChem compound database food additive status molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptor complexity 10 to 15,NCATS PubChem compound database food additive status molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptor complexity 10 to 15,NCATS PubChem compound database food additive status molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptors complexity 10 to 15,NCATS PubChem compound database food additive status molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptors complexity 10 to 15
gaia-24,0.3,4,4,0.063104,NCATS PubChem compound database food additive status molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptor complexity 10 to 15,NCATS PubChem compound database Food Additive Status classification molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptor complexity between 10 and 15,NCATS PubChem compound database Food Additive Status classification molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptors complexity between 10 and 15,NCATS PubChem compound database Food Additive Status classification molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptor complexity between 10 and 15
gaia-24,0.7,4,4,0.380434,NCATS PubChem compound database Food Additive Status molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptors complexity between 10 and 15,"PubChem compound database search for Food Additive Status with molecular weight <= 100 g/mol, 6 heavy atoms, 1 or fewer hydrogen bond acceptors, complexity between 10 and 15","NCATS PubChem compound database search for compounds with molecular weight <= 100 g/mol, 6 heavy atoms, 1 or fewer hydrogen bond acceptors, and complexity between 10 and 15.",NCATS PubChem compound database Food Additive Status classification molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptor complexity 10 to 15
gaia-24,1.0,4,4,0.507319,"NCATS PubChem Food Additive Status classification compounds with molecular weight 100 g/mol or less, 6 heavy atoms, 1 or fewer hydrogen bond acceptors, complexity between 10 and 15",NCATS PubChem compound database food additive status molecular weight 100 g/mol or less 6 heavy atoms 1 hydrogen bond acceptor 10 to 15 complexity,"NCATS PubChem compound database search criteria: molecular weight <= 100 g/mol, 6 heavy atoms, <= 1 hydrogen bond acceptor, complexity between 10 and 15",NCATS PubChem compound database search food additive status molecular weight 100 g/mol heavy atoms complexity 10-15
gaia-24,1.5,4,4,0.588722,"NCATS PubChem database Food Additive Status classification molecular weight 100 g/mol or less, 6 heavy atoms, 1 hydrogen bond acceptor, complexity between 10 and 15","NCATS PubChem compound database Food Additive Status classification molecular weight 100 g/mol or less, 6 heavy atoms, 1 or fewer hydrogen bond acceptors, complexity between 10 and 15",Food Additive Status classification site:ncbi.nlm.nih.gov/pubchem,NCATS PubChem compound database Food Additive Status classification molecular weight heavy atoms hydrogen bond acceptors complexity
gaia-24,2.0,4,1,,,"PubChem database function for filtering compounds by specific parameters, floor its stats findings environment.",,
gaia-25,0.0,4,4,0.473144,"""Uncoupled: OR, How I Lost My Author(s)"" David Greetham Textual Cultures 2008 full text","Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE, doi:10.2979/tex.2008.3.1.44.","Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE","Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE, doi:10.2979/tex.2008.3.1.44."
gaia-25,0.3,4,4,0.657051,"""Uncoupled: OR, How I Lost My Author(s)"" David Greetham Textual Cultures 2008","""Uncoupled: OR, How I Lost My Author(s)"" Greetham site:projectmuse.org","Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE, doi:10.2979/tex.2008.3.1.44.","Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE, doi:10.2979/tex.2008.3.1.44."
gaia-25,0.7,4,4,0.090909,"Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE","Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE","Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE, doi:10.2979/tex.2008.3.1.44.","Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE, doi:10.2979/tex.2008.3.1.44."
gaia-25,1.0,4,4,0.638432,"Greetham David ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008","Greetham, David ""Uncoupled: OR, How I Lost My Author(s)"" Textual Cultures 2008 full text","Greetham, David. ""Uncoupled: OR, How I Lost My Author(s)."" Textual Cultures: Texts, Contexts, Interpretation, vol. 3 no. 1, 2008, p. 45-46. Project MUSE","""Uncoupled: OR, How I Lost My Author(s)"" by David Greetham Textual Cultures article full text"
gaia-25,1.5,4,4,0.644855,"David Greetham ""Uncoupled: OR, How I Lost My Author(s)"" Textual Cultures 2008","Greetham ""Uncoupled: OR, How I Lost My Author(s)"" Textual Cultures project muse","""Uncoupled: OR, How I Lost My Author(s)."" David Greetham textual analysis quote match","""David Greetham Uncoupled: OR, How I Lost My Author(s) text"""
gaia-25,2.0,4,0,,,,,
gaia-26,0.0,4,4,0.466667,contributors to OpenCV Mask-RCNN support,OpenCV version Mask-RCNN support,OpenCV Mask-RCNN model contributor,contributors to OpenCV Mask-RCNN support
gaia-26,0.3,4,4,0.520238,contributors to OpenCV Mask-RCNN model,OpenCV version history contributors Mask-RCNN support,OpenCV Mask-RCNN model contributor,contributors to OpenCV Mask-RCNN support
gaia-26,0.7,4,4,0.553571,OpenCV Mask-RCNN model contributor name history,OpenCV version Mask-RCNN model support contributors,OpenCV Mask-RCNN contributor history,contributors to OpenCV Mask-RCNN model
gaia-26,1.0,4,4,0.200000,OpenCV contributors Mask-RCNN support,OpenCV contributors Mask-RCNN support,contributors to OpenCV Mask-RCNN support,OpenCV version Mask-RCNN support
gaia-26,1.5,4,4,0.516667,OpenCV Mask-RCNN contributors,contributors to OpenCV version with Mask-RCNN model support,OpenCV Mask-RCNN contributor details,OpenCV Mask-RCNN model contributors
gaia-26,2.0,4,0,,,,,
gaia-27,0.0,4,4,0.000000,harlequin shrimp total length Omar Valencia-Mendez 2017 paper,harlequin shrimp total length Omar Valencia-Mendez 2017 paper,harlequin shrimp total length Omar Valencia-Mendez 2017 paper,harlequin shrimp total length Omar Valencia-Mendez 2017 paper
gaia-27,0.3,4,4,0.570370,harlequin shrimp Omar Valencia-Mendez 2017 paper sea star G. Curt Fiedler 2002 paper,harlequin shrimp total length site:researchgate.net,harlequin shrimp total length Omar Valencia-Mendez 2017 paper,harlequin shrimp total length Omar Valencia-Mendez 2017 sea star G. Curt Fiedler 2002
gaia-27,0.7,4,4,0.321759,harlequin shrimp total length Omar Valencia-Mendez 2017 paper,total length of harlequin shrimp site:researchgate.net Omar Valencia-Mendez 2017,harlequin shrimp total length site:researchgate.net,harlequin shrimp total length Omar Valencia-Mendez 2017 paper
gaia-27,1.0,4,4,0.387500,total length of harlequin shrimp in Omar Valencia-Mendez 2017 and sea star fed to shrimp in G. Curt Fiedler 2002 paper,Harlequin shrimp total length in Omar Valencfia-Mendez 2017 paper,harlequin shrimp length Omar Valencia-Mendez 2017 paper,harlequin shrimp total length Omar Valencfia-Mendez 2017 paper
gaia-27,1.5,4,4,0.561343,total length of harlequin shrimp record Omar Valencia-Mendez 2017 sea star bete g. curt fiedler 2002 paper,Omar Valencfia-Mendez 2017 harlequin shrimp length G. Curt Fiedler 2002 paper sea star fed to shrimp,total length of harlequin shrimp in Omar Valencia-Mendez 2017 paper,harlequin shrimp total length site:researchgate.net Valencfia-Mendez 2017
gaia-27,2.0,4,0,,,,,
gaia-3,0.0,4,4,0.000000,"Unlambda code correction for output ""For penguins""","Unlambda code correction for output ""For penguins""","Unlambda code correction for output ""For penguins""","Unlambda code correction for output ""For penguins"""
gaia-3,0.3,4,4,0.071429,"Unlambda code correction for output ""For penguins""","Unlambda code output correction character for ""For penguins""","Unlambda code correction output ""For penguins""","Unlambda code correction for output ""For penguins"""
gaia-3,0.7,4,4,0.293651,"Unlambda code output correction for ""For penguins""",Unlambda syntax and output correction for code,"Unlambda code output ""For penguins""","Unlambda code output ""For penguins"" correction"
gaia-3,1.0,4,4,0.472884,Unlambda output string example,"Unlambda code to output ""For penguins""","Unlambda code correction character for output ""For penguins""","Unlambda output ""For penguins"" code correction"
gaia-3,1.5,4,4,0.641204,Unlambda code correction for outputting text,Unlambda output correction code example,"""Correcting Unlambda code example for output manipulation""","correct Unlambda code to output ""For penguins"""
gaia-3,2.0,4,1,,"Unlambda correct output ""For penguins"" code修 corrections study ผاخ constitu Sandکن چек эфф materials bandar ?>",,,
gaia-30,0.0,4,4,0.000000,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019
gaia-30,0.3,4,4,0.045455,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention studies 2018 2019 model
gaia-30,0.7,4,4,0.083333,Manash Pratim Kashyap PS Fader customer retention studies 2018 2019 model type,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019
gaia-30,1.0,4,4,0.045455,Manash Pratim Kashyap PS Fader customer retention model type 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention model 2018 2019
gaia-30,1.5,4,4,0.265152,Manash Pratim Kashyap PS Fader customer retention model type 2018 2019,Manash Pratim Kashyap PS Fader customer retention studies 2018 2019 model,Manash Pratim Kashyap PS Fader customer retention model 2018-2019,Manash Pratim Kashyap PS Fader customer retention studies 2018 2019
gaia-30,2.0,4,2,0.181818,Manash Pratim Kashyap PS Fader customer retention model 2018 2019,Manash Pratim Kashyap PS Fader customer retention study 2018 2019,,
gaia-31,0.0,4,4,0.000000,Ilias Lagkouvardos alvei species paper,Ilias Lagkouvardos alvei species paper,Ilias Lagkouvardos alvei species paper,Ilias Lagkouvardos alvei species paper
gaia-31,0.3,4,4,0.000000,Ilias Lagkouvardos alvei species paper,Ilias Lagkouvardos alvei species paper,Ilias Lagkouvardos alvei species paper,Ilias Lagkouvardos alvei species paper
gaia-31,0.7,4,4,0.436508,Ilias Lagkouvardos alvei species paper and Olga Tapia alvei species paper animal mentions,Ilias Lagkouvardos alvei species paper animals mentioned,alvei species Ilias Lagkouvardos Olga Tapia animals mentioned,Ilias Lagkouvardos alvei species paper
gaia-31,1.0,4,4,0.312771,Ilias Lagkouvardos Olga Tapia alvei species genus Copenhagen animals,Ilias Lagkouvardos alvei species paper animals mentioned,Ilias Lagkouvardos alvei species paper animals,Ilias Lagkouvardos alvei species paper animals mentioned
gaia-31,1.5,4,4,0.499378,Ilias Lagkouvardos alvei species paper animals mention,alvei species Ilias Lagkouvardos paper,animals mentioned in Ilias Lagkouvardos's and Olga Tapia's papers on alvei species and compare with the 2021 study on alvei species' Wikipedia page,Ilias Lagkouvardos alvei species paper
gaia-31,2.0,4,0,,,,,
gaia-32,0.0,4,4,0.142094,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps versions available,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps versions available,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps version,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps version available
gaia-32,0.3,4,4,0.055556,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps version available,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps version,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps version available,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps version
gaia-32,0.7,4,4,0.157828,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps versions available,High Energy Physics - Lattice articles January 2020 site:arxiv.org,High Energy Physics - Lattice articles January 2020 site:arxiv.org,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps versions
gaia-32,1.0,4,4,0.230739,High Energy Physics - Lattice articles January 2020 site:arxiv.org ps versions available,High Energy Physics - Lattice articles Arxiv January 2020 ps versions available,High Energy Physics - Lattice articles January 2020 Arxiv ps version availability,High Energy Physics - Lattice articles January 2020 Arxiv ps versions
gaia-32,1.5,4,4,0.115385,High Energy Physics - Lattice articles January 2020 Arxiv ps versions available,High Energy Physics - Lattice Arxiv January 2020 ps versions count,High Energy Physics - Lattice articles January 2020 Arxiv ps versions available,High Energy Physics - Lattice articles January 2020 Arxiv ps versions available
gaia-32,2.0,4,0,,,,,
gaia-34,0.0,4,3,0.000000,"opposite of the word ""left""",,"opposite of the word ""left""","opposite of the word ""left"""
gaia-34,0.3,4,1,,,,,"opposite of the word ""left"""
gaia-34,0.7,4,0,,,,,
gaia-34,1.0,4,0,,,,,
gaia-34,1.5,4,0,,,,,
gaia-34,2.0,4,0,,,,,
gaia-35,0.0,4,4,0.414773,The Lord of the Rings Wikipedia page July 3 2023,The Lord of the Rings Wikipedia page links to A Song of Ice and Fire Wikipedia page,The Lord of the Rings Wikipedia page links July 3 2023,The Lord of the Rings Wikipedia page links to A Song of Ice and Fire Wikipedia page
gaia-35,0.3,4,4,0.539394,The Lord of the Rings Wikipedia page links to A Song of Ice and Fire Wikipedia page,minimum number of clicks from The Lord of the Rings to A Song of Ice and Fire Wikipedia pages,The Lord of the Rings Wikipedia page,The Lord of the Rings Wikipedia page links to A Song of Ice and Fire Wikipedia page July 3 2023
gaia-35,0.7,4,4,0.581481,"""The Lord of the Rings"" Wikipedia page links to ""A Song of Ice and Fire"" Wikipedia page navigation July 3 2023",The Lord of the Rings Wikipedia page,The Lord of the Rings Wikipedia page,minimum clicks from The Lord of the Rings to A Song of Ice and Fire Wikipedia page July 3 2023
gaia-35,1.0,4,4,0.543975,The Lord of the Rings Wikipedia page link structure July 3 2023,"minimum number of clicks from The Lord of the Rings Wikipedia page to A Song of Ice and Fire Wikipedia page as of July 3, 2023",The Lord of the Rings Wikipedia page links to A Song of Ice and Fire Wikipedia page July 3 2023,"""The Lord of the Rings book Wikipedia page July 3 2023"""
gaia-35,1.5,4,4,0.520656,The Lord of the Rings English Wikipedia page to A Song of Ice and Fire English Wikipedia page navigation steps count July 3 2023,Wikipedia pages for The Lord of the Rings and A Song of Ice and Fire link structure,minimum number of clicks from The Lord of the Rings to A Song of Ice and Fire Wikipedia pages,minimum clicks from The Lord of the Rings Wikipedia to A Song of Ice and Fire Wikipedia July 3 2023
gaia-35,2.0,4,0,,,,,
gaia-38,0.0,4,4,0.000000,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org
gaia-38,0.3,4,4,0.203030,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:web.archive.org,Virtue restaurant Chicago dinner menu March 22 2021 Wayback Machine
gaia-38,0.7,4,4,0.193603,Virtue restaurant & bar Chicago dinner menu March 22 2021 site:web.archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org,Virtue restaurant Chicago dinner menu March 22 2021,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org
gaia-38,1.0,4,4,0.186111,Virtue restaurant bar Chicago dinner menu March 22 2021 Wayback Machine,Virtue restaurant bar Chicago dinner menu March 22 2021 site:web.archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:web.archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:web.archive.org
gaia-38,1.5,4,4,0.326190,Virtue restaurant Chicago menu March 22 2021 site:web.archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org,Virtue restaurant Chicago dinner menu March 22 2021 site:archive.org,Virtue restaurant Chicago dinner menu archive March 22 2021 April 21 2021 Wayback Machine
gaia-38,2.0,4,0,,,,,
gaia-39,0.0,4,4,0.250000,"logical equivalences of ¬(A ∧ B), ¬(A ∨ B), (A → B), (¬A → B)","logical equivalences of the statements ¬(A ∧ B) ↔ (¬A ∨ ¬B), ¬(A ∨ B) ↔ (¬A ∧ ¬B), (A → B) ↔ (¬B → ¬A), (A → B) ↔ (¬A ∨ B), (¬A → B) ↔ (A ∨ ¬B), ¬(A → B) ↔ (A ∧ ¬B)","logical equivalences of the statements ¬(A ∧ B) ↔ (¬A ∨ ¬B), ¬(A ∨ B) ↔ (¬A ∧ ¬B), (A → B) ↔ (¬B → ¬A), (A → B) ↔ (¬A ∨ B), (¬A → B) ↔ (A ∨ ¬B), ¬(A → B) ↔ (A ∧ ¬B)","logical equivalences of ¬(A ∧ B), ¬(A ∨ B), (A → B), (¬A → B)"
gaia-39,0.3,4,4,0.721317,logical equivalences comparison,logical equivalences in propositional logic,"logical equivalences of ¬(A ∧ B), ¬(A ∨ B), (A → B), (¬A → B), and ¬(A → B)","logical equivalences comparison ¬(A ∧ B) ↔ (¬A ∨ ¬B), ¬(A ∨ B) ↔ (¬A ∧ ¬B), (A → B) ↔ (¬B → ¬A), (A → B) ↔ (¬A ∨ B), (¬A → B) ↔ (A ∨ ¬B), ¬(A → B) ↔ (A ∧ ¬B)"
gaia-39,0.7,4,4,0.633333,logical equivalences comparison,logical equivalences in propositional logic,logical equivalences truth tables,logical equivalences of the given statements
gaia-39,1.0,4,4,0.759790,logical equivalences in propositional logic,logical equivalences and their relationships,logic equivalences A ∧ B ¬(A ∧ B) ↔ (¬A ∨ ¬B) ¬(A ∨ B) ↔ (¬A ∧ ¬B) (A → B) ↔ (¬B → ¬A) (A → B) ↔ (¬A ∨ B) (¬A → B) ↔ (A ∨ ¬B) ¬(A → B) ↔ (A ∧ ¬B),"logical equivalences of ¬(A ∧ B) ↔ (¬A ∨ ¬B), ¬(A ∨ B) ↔ (¬A ∧ ¬B), (A → B) ↔ (¬B → ¬A), (A → B) ↔ (¬A ∨ B), (¬A → B) ↔ (A ∨ ¬B), ¬(A → B) ↔ (A ∧ ¬B)"
gaia-39,1.5,4,4,0.812790,"Analyze logical equivalences ¬(A ∧ B) ↔ (¬A ∨ ¬B), ¬(A ∨ B) ↔ (¬A ∧ ¬B), (A → B) ↔ (¬B → ¬A), (A → B) ↔ (¬A ∨ B), (¬A → B) ↔ (A ∨ ¬B), ¬(A → B) ↔ (A ∧ ¬B)",logical equivalence of propositional logic statements,logical equivalences A B statements,logical equivalences A ∧ B A ∨ B implications contradictions
gaia-39,2.0,4,0,,,,,
gaia-4,0.0,4,4,0.083333,minimum perigee distance Earth Moon site:wikipedia.org,minimum perigee distance of the Moon site:wikipedia.org,minimum perigee distance Earth Moon site:wikipedia.org,minimum perigee distance Earth Moon site:wikipedia.org
gaia-4,0.3,4,4,0.083333,minimum perigee distance of the Moon site:wikipedia.org,minimum perigee distance Earth Moon site:wikipedia.org,minimum perigee distance between Earth and Moon site:wikipedia.org,minimum perigee distance between Earth and Moon site:wikipedia.org
gaia-4,0.7,4,4,0.253968,Moon minimum perigee distance Wikipedia,Minimum perigee distance between Earth and Moon site:wikipedia.org,minimum perigee distance Earth Moon site:wikipedia.org,minimum perigee distance to the Moon site:wikipedia.org
gaia-4,1.0,4,4,0.642857,Eliud Kipchoge marathon pace,minimum perigee distance Earth Moon site:wikipedia.org,minimum perigee value of the Moon site:wikipedia.org,minimum perigee distance Earth to Moon site:wikipedia.org
gaia-4,1.5,4,4,0.744444,Moon minimum perigee site:wikipedia.org,minimum perigee value of the Moon site:wikipedia.org,Moon perigee Wikipedia,Eliud Kipchoge marathon pace
gaia-4,2.0,4,0,,,,,
gaia-40,0.0,4,4,0.384615,count the number of adults and children in the family reunion based on the description provided,calculate number of attendees and potato requirements for family reunion,calculate number of attendees and potato requirements for family reunion,calculate number of attendees and potato requirements for family reunion
gaia-40,0.3,4,4,0.805808,calculate number of attendees for mashed potatoes requirement,calculate number of adults and kids attending family reunion,family reunion attendees calculation,count the number of adults and children attending the family reunion based on the given details
gaia-40,0.7,4,4,0.769982,total number of adults and kids attending family reunion,calculate total potatoes needed for 8 adults and 6 kids with given consumption rates,total number of attendees for mashed potatoes calculation,total number of adults and children attending a family reunion with specified family structure
gaia-40,1.0,4,4,0.735017,calculate number of attendees for mashed potato serving,calculate number of adults and children attending family reunion,calculate total attendees and potato requirements for family reunion,total number of adults and kids at family reunion
gaia-40,1.5,4,4,0.726750,calculate the number of adults and children attending the reunion based on given details,count number of adults and kids in the described family structure,calculate number of adults and children at a family reunion and their total mashed potatoes consumption,count attending adults and kids at family reunion
gaia-40,2.0,4,1,,,Get number of attendees in different roles for potato calculations attending normal family reunions,,
gaia-41,0.0,4,4,0.242424,Emily Midkiff June 2014 article Fafnir dragon depictions,Emily Midkiff June 2014 article journal Hreidmar's son dragon depictions,Emily Midkiff June 2014 article journal Hreidmar's son dragon depictions,Emily Midkiff June 2014 article Fafnir dragon depictions
gaia-41,0.3,4,4,0.168182,Emily Midkiff June 2014 article dragon depictions Hreidmar's sons journal,Emily Midkiff June 2014 article journal Hreidmar's son dragon depictions,Emily Midkiff June 2014 article Hreidmar's sons dragon depictions,Emily Midkiff June 2014 article journal Hreidmar's son dragon depictions
gaia-41,0.7,4,4,0.157576,Emily Midkiff June 2014 article Hreidmar's son dragon depictions,Emily Midkiff June 2014 article dragon depictions Hreidmar's son journal,Emily Midkiff June 2014 article dragon depictions Hreidmar's son journal,Emily Midkiff June 2014 article Hreidmar son dragon depictions
gaia-41,1.0,4,4,0.290404,Emily Midkiff June 2014 article dragon depictions journal Hreidmar's son,Emily Midkiff June 2014 article dragon depictions quotes authors,Emily Midkiff June 2014 article journal Hreidmar's son dragon depictions,Emily Midkiff June 2014 article Hreidmar's sons dragon depictions
gaia-41,1.5,4,4,0.271429,Emily Midkiff June 2014 article dragon depictions Hreidmar's sons,Emily Midkiff June 2014 journal article Hreidmar son quotes target dragon depictions,Emily Midkiff June 2014 journal article Hreidmar's sons dragon depictions,Emily Midkiff June 2014 article dragon depictions Hreidmar's sons
gaia-41,2.0,4,0,,,,,
gaia-42,0.0,4,4,0.000000,Fiona Apple albums released before 1999,Fiona Apple albums released before 1999,Fiona Apple albums released before 1999,Fiona Apple albums released before 1999
gaia-42,0.3,4,4,0.318182,Fiona Apple albums released before 1999,"Fiona Apple albums released before 1999, Paula Cole albums released before 1999, Robert Christgau reviews",Fiona Apple albums released before 1999,Fiona Apple albums released before 1999
gaia-42,0.7,4,4,0.617845,Fiona Apple albums released before 1999,Fiona Apple discography,"Fiona Apple discography, Paula Cole discography, Robert Christgau reviews",Fiona Apple discography
gaia-42,1.0,4,4,0.473485,Fiona Apple Paula Cole albums released before 1999 Robert Christgau letter grades,Fiona Apple albums released before 1999,Fiona Apple albums discography,Fiona Apple albums released before 1999
gaia-42,1.5,4,4,0.678884,Fiona Apple discography and Robert Christgau album grades,discography of Fiona Apple and Paula Cole prior to 1999,Fiona Apple discography albums released before 1999,"albums by Fiona Apple and Paula Cole released before 1999, and Robert Christgau letter grades reviews"
gaia-42,2.0,4,0,,,,,
gaia-43,0.0,4,4,0.000000,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020
gaia-43,0.3,4,4,0.115385,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020,DDC 633 Bielefeld University Library BASE unknown language article country 2020,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020
gaia-43,0.7,4,4,0.158120,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020,unknown language article DDC 633 Bielefeld University Library BASE 2020 country flag,DDC 633 Bielefeld University Library BASE 2020 unique flag article,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020
gaia-43,1.0,4,4,0.124126,DDC 633 Bielefeld University Library BASE 2020 article unknown language flag,DDC 633 Bielefeld University Library BASE unknown language article unique flag 2020,DDC 633 Bielefeld University Library BASE unknown language article 2020,unknown language article DDC 633 Bielefeld University Library BASE 2020 country flag
gaia-43,1.5,4,4,0.399016,Bielefeld University Library BASE DDC 633 languages article unique country flag 2020,DDC 633 Bielefeld University Library BASE unknown language articles countries flags 2020,Bielefeld University Library BASE DDC 633 unique language article 2020,Bielefeld University Library BASE DDC 633 articles 2020 unique flag
gaia-43,2.0,4,0,,,,,
gaia-44,0.0,4,4,0.000000,2018 VSCode blog post site:replit.com command to remove extra lines,2018 VSCode blog post site:replit.com remove extra lines command,2018 VSCode blog post site:replit.com command to remove extra lines,2018 VSCode blog post site:replit.com command to remove extra lines
gaia-44,0.3,4,4,0.000000,2018 VSCode blog post site:replit.com remove extra lines command,2018 VSCode blog post site:replit.com command to remove extra lines,2018 VSCode blog post site:replit.com remove extra lines command,2018 VSCode blog post site:replit.com command to remove extra lines
gaia-44,0.7,4,4,0.000000,2018 VSCode blog post site:replit.com remove extra lines command,2018 VSCode blog post site:replit.com command remove extra lines,2018 VSCode blog post site:replit.com command to remove extra lines,2018 VSCode blog post site:replit.com command remove extra lines
gaia-44,1.0,4,4,0.222222,2018 site:replit.com VSCode remove extra lines command blog post,2018 VSCode blog post site:replit.com,command to remove extra lines site:replit.com VSCode blog post 2018,2018 VSCode blog post site:replit.com remove extra lines command
gaia-44,1.5,4,4,0.277778,2018 VSCode blog site:replit.com command remove extra lines,2018 VSCode blog post site:replit.com,2018 VSCode blog post site:replit.com command to remove extra lines,2018 VSCode blog post site:replit.com command to remove extra lines
gaia-44,2.0,4,0,,,,,
gaia-45,0.0,4,4,0.500000,how to calculate ISBN-10 check digit,Tropicos ID for Order Helotiales,Tropicos ID for Order Helotiales,Tropicos ID for Order Helotiales
gaia-45,0.3,4,4,0.000000,Tropicos ID for the Order Helotiales,Tropicos ID for Order Helotiales,Tropicos ID for Order Helotiales,Tropicos ID for Order Helotiales
gaia-45,0.7,4,4,0.125000,Tropicos ID for Order Helotiales,Tropicos ID for the Order Helotiales,Tropicos ID Helotiales,Tropicos ID for Order Helotiales
gaia-45,1.0,4,4,0.500000,Tropicos ID Order Helotiales,How to calculate ISBN-10 check digit,Tropicos ID Order Helotiales,Tropicos ID for the Order Helotiales
